marker,allele,frequency
D5S818,11,0.3898305084745763
D5S818,12,0.3389830508474576
D5S818,13,0.10805084745762712
D5S818,14,0.00847457627118644
D5S818,15,0.00211864406779661
D6S1043,10,0.00423728813559322
D6S1043,11,0.17796610169491525
D6S1043,12,0.2055084745762712
D6S1043,13,0.1016949152542373
D6S1043,14,0.13135593220338984
D6S1043,15,0.03177966101694915
D6S1043,16,0.00211864406779661
D6S1043,17,0.048728813559322036
D6S1043,18,0.10805084745762712
D6S1043,18.1,0.00211864406779661
D6S1043,19,0.07838983050847458
D6S1043,19.3,0.00211864406779661
D6S1043,20,0.03177966101694915
D6S1043,20.3,0.01059322033898305
D6S1043,21,0.006355932203389831
D6S1043,21.3,0.0423728813559322
D6S1043,22.3,0.012711864406779662
D6S1043,23.3,0.00211864406779661
D7S820,7,0.01059322033898305
D7S820,8,0.12076271186440678
D7S820,9,0.09110169491525423
D7S820,10,0.3072033898305085
D7S820,10.3,0.00211864406779661
D7S820,11,0.2775423728813559
D7S820,12,0.15466101694915255
D7S820,13,0.036016949152542374
D8S1179,8,0.014830508474576272
D8S1179,9,0.006355932203389831
D8S1179,10,0.09322033898305085
D8S1179,11,0.05296610169491525
D8S1179,12,0.1292372881355932
D8S1179,13,0.2733050847457627
D8S1179,14,0.2627118644067797
D8S1179,15,0.1292372881355932
D8S1179,16,0.03177966101694915
D8S1179,17,0.00423728813559322
D8S1179,18,0.00211864406779661
F13A01,3.2,0.21398305084745764
F13A01,4,0.0826271186440678
F13A01,5,0.19491525423728814
F13A01,6,0.1673728813559322
F13A01,7,0.3072033898305085
F13A01,8,0.006355932203389831
F13A01,9,0.00423728813559322
F13A01,12,0.00423728813559322
F13A01,13,0.006355932203389831
F13A01,15,0.006355932203389831
F13A01,16,0.00423728813559322
F13A01,17,0.00211864406779661
F13B,6,0.12076271186440678
F13B,7,0.0211864406779661
F13B,8,0.1864406779661017
F13B,9,0.2309322033898305
F13B,10,0.4385593220338983
F13B,11,0.00211864406779661
FESFPS,7,0.00211864406779661
FESFPS,8,0.01694915254237288
FESFPS,9,0.00847457627118644
FESFPS,10,0.2033898305084746
FESFPS,10.3,0.00211864406779661
FESFPS,11,0.4639830508474576
FESFPS,12,0.21822033898305085
FESFPS,13,0.07415254237288135
FESFPS,14,0.01059322033898305
FGA,17,0.00211864406779661
FGA,18,0.012711864406779662
FGA,19,0.08050847457627118
FGA,20,0.0847457627118644
FGA,21,0.15254237288135594
FGA,22,0.1652542372881356
FGA,22.2,0.00423728813559322
FGA,23,0.12076271186440678
FGA,23.2,0.00423728813559322
FGA,24,0.1419491525423729
FGA,25,0.11864406779661017
FGA,26,0.0614406779661017
FGA,27,0.04449152542372881
FGA,28,0.00211864406779661
FGA,29,0.00211864406779661
FGA,30,0.00211864406779661
LPL,7,0.00423728813559322
LPL,9,0.0423728813559322
LPL,10,0.4830508474576271
LPL,11,0.19915254237288135
LPL,12,0.21398305084745764
LPL,13,0.048728813559322036
LPL,14,0.00847457627118644
Penta_C,5,0.01694915254237288
Penta_C,7,0.006355932203389831
Penta_C,8,0.03389830508474576
Penta_C,9,0.22245762711864406
Penta_C,10,0.06567796610169492
Penta_C,11,0.3305084745762712
Penta_C,12,0.2097457627118644
Penta_C,13,0.1038135593220339
Penta_C,14,0.01059322033898305
Penta_D,2.2,0.01702127659574468
Penta_D,3.2,0.002127659574468085
Penta_D,5,0.006382978723404255
Penta_D,6,0.002127659574468085
Penta_D,7,0.002127659574468085
Penta_D,8,0.019148936170212766
Penta_D,9,0.2425531914893617
Penta_D,10,0.16382978723404254
Penta_D,11,0.15531914893617021
Penta_D,12,0.1574468085106383
Penta_D,13,0.14468085106382977
Penta_D,14,0.07021276595744681
Penta_D,15,0.010638297872340425
Penta_D,16,0.00425531914893617
Penta_D,17,0.002127659574468085
Penta_E,5,0.036016949152542374
Penta_E,7,0.11652542372881355
Penta_E,8,0.025423728813559324
Penta_E,9,0.01694915254237288
Penta_E,10,0.0847457627118644
Penta_E,11,0.07627118644067797
Penta_E,12,0.1694915254237288
Penta_E,13,0.09322033898305085
Penta_E,14,0.07203389830508475
Penta_E,15,0.09533898305084745
Penta_E,15.4,0.00211864406779661
Penta_E,16,0.0614406779661017
Penta_E,17,0.05508474576271186
Penta_E,18,0.03389830508474576
Penta_E,19,0.0211864406779661
Penta_E,20,0.0211864406779661
Penta_E,21,0.006355932203389831
Penta_E,22,0.00211864406779661
Penta_E,23,0.006355932203389831
Penta_E,25,0.00423728813559322
SE33,6.3,0.00211864406779661
SE33,12,0.00423728813559322
SE33,12.2,0.00423728813559322
SE33,13,0.00847457627118644
SE33,14,0.02754237288135593
SE33,14.2,0.00211864406779661
SE33,15,0.036016949152542374
SE33,15.2,0.006355932203389831
SE33,16,0.06991525423728813
SE33,16.3,0.00423728813559322
SE33,17,0.07627118644067797
SE33,17.3,0.00423728813559322
SE33,18,0.11016949152542373
SE33,19,0.08898305084745763
SE33,19.2,0.006355932203389831
SE33,20,0.048728813559322036
SE33,20.2,0.00423728813559322
SE33,21,0.01694915254237288
SE33,21.2,0.01694915254237288
SE33,22,0.014830508474576272
SE33,22.2,0.0211864406779661
SE33,23.2,0.023305084745762712
SE33,24.2,0.023305084745762712
SE33,25.2,0.023305084745762712
SE33,26.2,0.07415254237288135
SE33,27,0.00211864406779661
SE33,27.2,0.07627118644067797
SE33,27.3,0.00211864406779661
SE33,28.2,0.06779661016949153
SE33,29.2,0.0614406779661017
SE33,30,0.00211864406779661
SE33,30.2,0.04025423728813559
SE33,31.2,0.012711864406779662
SE33,32.2,0.01059322033898305
SE33,33,0.00211864406779661
SE33,33.2,0.00423728813559322
TH01,6,0.23940677966101695
TH01,7,0.2966101694915254
TH01,8,0.09110169491525423
TH01,9,0.1461864406779661
TH01,9.3,0.21822033898305085
TH01,10,0.00847457627118644
TPOX,6,0.00847457627118644
TPOX,7,0.006355932203389831
TPOX,8,0.4851694915254237
TPOX,9,0.09322033898305085
TPOX,10,0.048728813559322036
TPOX,11,0.2542372881355932
TPOX,12,0.1038135593220339
vWA,11,0.00211864406779661
vWA,14,0.08050847457627118
vWA,15,0.1440677966101695
vWA,16,0.2838983050847458
vWA,17,0.2457627118644068
vWA,18,0.18008474576271186
vWA,19,0.05084745762711865
vWA,20,0.01059322033898305
vWA,21,0.00211864406779661
