marker,allele,frequency
D3S1358,14,0.0901184
D3S1358,15,0.26964
D3S1358,15.2,5.72181e-05
D3S1358,16,0.279253
D3S1358,16.2,5.72181e-05
D3S1358,17,0.219918
D3S1358,17.1,2.8609e-05
D3S1358,17.2,8.58271e-05
D3S1358,18,0.124449
D3S1358,19,0.0100704
D3S1358,20,0.000801053
D3S1744,10,0.000190476
D3S1744,12,0.000380952
D3S1744,13,0.004
D3S1744,14,0.108
D3S1744,15,0.0672381
D3S1744,16,0.114857
D3S1744,17,0.313524
D3S1744,18,0.185905
D3S1744,19,0.144762
D3S1744,20,0.0512381
D3S1744,21,0.00857143
D3S1744,22,0.00133333
D4S2366,9,0.306476
D4S2366,10,0.14381
D4S2366,11,0.095619
D4S2366,11.2,0.000380952
D4S2366,12,0.19581
D4S2366,12.2,0.000571429
D4S2366,13,0.158286
D4S2366,14,0.0935238
D4S2366,15,0.00514286
D4S2366,16,0.000380952
D5S818,7,0.0112926
D5S818,8,0.00922163
D5S818,9,0.043959
D5S818,10,0.118904
D5S818,11,0.304939
D5S818,12,0.324867
D5S818,12.1,7.81494e-05
D5S818,13,0.173296
D5S818,14,0.0114489
D5S818,15,0.00179744
D5S818,16,0.000195374
D5S2500,8,0.000235294
D5S2500,9,0.00376471
D5S2500,10,0.0978824
D5S2500,11,0.271529
D5S2500,12,0.174824
D5S2500,13,0.0567059
D5S2500,13.2,0.000235294
D5S2500,14,0.0548235
D5S2500,15,0.228235
D5S2500,16,0.0898824
D5S2500,17,0.0188235
D5S2500,18,0.00305882
D5S2800,13,0.021
D5S2800,14,0.238
D5S2800,15,0.003
D5S2800,16,0.001
D5S2800,17,0.239
D5S2800,18,0.28
D5S2800,19,0.006
D5S2800,20,0.025
D5S2800,22,0.003
D5S2800,23,0.165
D5S2800,24,0.019
D6S474,9,0.000190476
D6S474,11,0.000380952
D6S474,12,0.00209524
D6S474,13,0.272571
D6S474,14,0.209143
D6S474,14.1,0.000190476
D6S474,15,0.144381
D6S474,16,0.271429
D6S474,17,0.0914286
D6S474,18,0.008
D6S474,19,0.000190476
D7S820,6,0.000195374
D7S820,6.3,3.90747e-05
D7S820,7,0.0138324
D7S820,7.1,3.90747e-05
D7S820,7.3,3.90747e-05
D7S820,8,0.172046
D7S820,9,0.12246
D7S820,9.1,0.00140669
D7S820,9.2,3.90747e-05
D7S820,9.3,3.90747e-05
D7S820,10,0.247851
D7S820,10.1,0.000234448
D7S820,10.3,0.000117224
D7S820,11,0.253673
D7S820,11.1,0.000195374
D7S820,11.3,7.81494e-05
D7S820,12,0.152313
D7S820,12.3,3.90747e-05
D7S820,13,0.0299703
D7S820,14,0.00515786
D7S820,15,0.000234448
D7S3048,16,0.003
D7S3048,17,0.068
D7S3048,18,0.091
D7S3048,19,0.061
D7S3048,20,0.075
D7S3048,21,0.106
D7S3048,22,0.086
D7S3048,23,0.186
D7S3048,24,0.181
D7S3048,25,0.098
D7S3048,26,0.037
D7S3048,27,0.006
D7S3048,28,0.001
D7S3048,30,0.001
D7S1517,14,0.000235294
D7S1517,15,0.000235294
D7S1517,16,0.00258824
D7S1517,17,0.00329412
D7S1517,18,0.0310588
D7S1517,19,0.105176
D7S1517,20,0.112235
D7S1517,21,0.106353
D7S1517,22,0.0924706
D7S1517,23,0.104941
D7S1517,24,0.154353
D7S1517,24.1,0.000235294
D7S1517,25,0.217176
D7S1517,25.1,0.000235294
D7S1517,26,0.0543529
D7S1517,27,0.0108235
D7S1517,28,0.00235294
D7S1517,29,0.00188235
D8S1132,12.1,0.000190476
D8S1132,13.1,0.000571429
D8S1132,14,0.000190476
D8S1132,14.1,0.000380952
D8S1132,15,0.000952381
D8S1132,16,0.0118095
D8S1132,17,0.118286
D8S1132,18,0.22419
D8S1132,19,0.163238
D8S1132,20,0.140762
D8S1132,21,0.112571
D8S1132,21.1,0.000380952
D8S1132,22,0.113524
D8S1132,23,0.0790476
D8S1132,23.2,0.000190476
D8S1132,24,0.0249524
D8S1132,25,0.008
D8S1132,26,0.000761905
D8S1179,6,2.86074e-05
D8S1179,7,2.86074e-05
D8S1179,8,0.010785
D8S1179,9,0.00906854
D8S1179,10,0.0899416
D8S1179,11,0.088311
D8S1179,12,0.135141
D8S1179,12.1,2.86074e-05
D8S1179,13,0.273401
D8S1179,14,0.208004
D8S1179,15,0.135771
D8S1179,15.3,2.86074e-05
D8S1179,16,0.0418812
D8S1179,17,0.0065797
D8S1179,17.1,2.86074e-05
D8S1179,18,0.000915437
D8S1179,19,5.72148e-05
D9S1122,7,0.001
D9S1122,9,0.008
D9S1122,10,0.054
D9S1122,11,0.237
D9S1122,12,0.405
D9S1122,13,0.256
D9S1122,14,0.031
D9S1122,15,0.007
D9S1122,16,0.001
D10S1248,7,0.00011443
D10S1248,8,0.000171644
D10S1248,9,0.000944044
D10S1248,10,0.000572148
D10S1248,11,0.0065797
D10S1248,12,0.042482
D10S1248,13,0.285101
D10S1248,14,0.29437
D10S1248,15,0.213783
D10S1248,16,0.123241
D10S1248,17,0.0299519
D10S1248,18,0.00251745
D10S1248,19,0.000171644
D10S2325,5,0.000235294
D10S2325,6,0.00211765
D10S2325,7,0.174824
D10S2325,8,0.056
D10S2325,9,0.088
D10S2325,10,0.141882
D10S2325,10.2,0.000235294
D10S2325,11,0.163294
D10S2325,12,0.166118
D10S2325,12.2,0.000705882
D10S2325,13,0.116941
D10S2325,13.2,0.000235294
D10S2325,14,0.0590588
D10S2325,15,0.0232941
D10S2325,16,0.00541176
D10S2325,17,0.000941176
D10S2325,18,0.000470588
D10S2325,20,0.000235294
D11S2368,14,0.001
D11S2368,15,0.002
D11S2368,16,0.016
D11S2368,17,0.048
D11S2368,18,0.143
D11S2368,19,0.241
D11S2368,20,0.266
D11S2368,21,0.206
D11S2368,22,0.059
D11S2368,23,0.016
D11S2368,24,0.002
D12S391,13,2.86058e-05
D12S391,14,0.000457692
D12S391,15,0.0373877
D12S391,15.1,5.72115e-05
D12S391,16,0.0272041
D12S391,16.3,8.58173e-05
D12S391,17,0.10238
D12S391,17.1,0.000286058
D12S391,17.3,0.0129298
D12S391,18,0.190915
D12S391,18.1,2.86058e-05
D12S391,18.2,2.86058e-05
D12S391,18.3,0.0141312
D12S391,19,0.135505
D12S391,19.1,0.000486298
D12S391,19.2,0.000143029
D12S391,19.3,0.00715144
D12S391,20,0.130499
D12S391,20.2,5.72115e-05
D12S391,20.3,0.000972596
D12S391,21,0.114023
D12S391,21.3,0.000171635
D12S391,22,0.100606
D12S391,22.3,0.000114423
D12S391,23,0.0759197
D12S391,24,0.0294353
D12S391,24.2,2.86058e-05
D12S391,25,0.0142171
D12S391,25.2,2.86058e-05
D12S391,26,0.00357572
D12S391,27,0.00102981
D12S391,28,8.58173e-05
D12S391,29,2.86058e-05
D13S317,6,0.000195374
D13S317,7,0.00132854
D13S317,8,0.17314
D13S317,9,0.0892857
D13S317,10,0.0802595
D13S317,10.1,7.81494e-05
D13S317,11,0.276805
D13S317,11.3,3.90747e-05
D13S317,12,0.2559
D13S317,13,0.0879572
D13S317,14,0.0341513
D13S317,15,0.000781494
D13S317,16,7.81494e-05
D13S325,16,0.004
D13S325,17,0.012
D13S325,18,0.045
D13S325,19,0.167
D13S325,20,0.308
D13S325,21,0.231
D13S325,22,0.141
D13S325,23,0.071
D13S325,24,0.017
D13S325,25,0.001
D13S325,26.3,0.002
D13S325,27.3,0.001
D14S1434,9,0.001
D14S1434,10,0.29
D14S1434,11,0.036
D14S1434,12,0.018
D14S1434,13,0.261
D14S1434,14,0.384
D14S1434,15,0.006
D14S1434,16,0.004
D15S659,6,0.001
D15S659,7,0.003
D15S659,9,0.006
D15S659,10,0.037
D15S659,11,0.222
D15S659,12,0.163
D15S659,13,0.059
D15S659,14,0.037
D15S659,15,0.207
D15S659,16,0.18
D15S659,17,0.061
D15S659,18,0.021
D15S659,19,0.003
D16S539,5,2.86074e-05
D16S539,6,2.86074e-05
D16S539,7,2.86074e-05
D16S539,8,0.0177938
D16S539,9,0.145125
D16S539,10,0.0792139
D16S539,11,0.301293
D16S539,12,0.277349
D16S539,12.1,2.86074e-05
D16S539,12.2,2.86074e-05
D16S539,13,0.154423
D16S539,13.3,2.86074e-05
D16S539,14,0.0233722
D16S539,15,0.00120151
D16S539,16,5.72148e-05
D17S1301,9,0.001
D17S1301,10,0.042
D17S1301,11,0.292
D17S1301,12,0.449
D17S1301,13,0.188
D17S1301,14,0.023
D17S1301,15,0.005
D18S51,9,0.000572213
D18S51,10,0.00655184
D18S51,10.2,0.000314717
D18S51,11,0.0108434
D18S51,12,0.114157
D18S51,12.2,5.72213e-05
D18S51,13,0.128891
D18S51,13.2,0.000400549
D18S51,14,0.162108
D18S51,14.1,2.86107e-05
D18S51,14.2,0.000171664
D18S51,15,0.164454
D18S51,15.1,2.86107e-05
D18S51,15.2,0.000629435
D18S51,16,0.14457
D18S51,16.2,0.000371939
D18S51,16.3,2.86107e-05
D18S51,17,0.104915
D18S51,17.2,0.000200275
D18S51,18,0.0671778
D18S51,18.2,2.86107e-05
D18S51,19,0.0459773
D18S51,19.2,5.72213e-05
D18S51,20,0.0238327
D18S51,20.1,2.86107e-05
D18S51,21,0.0123598
D18S51,21.2,5.72213e-05
D18S51,22,0.0077821
D18S51,22.1,2.86107e-05
D18S51,23,0.00180247
D18S51,24,0.00117304
D18S51,25,0.000343328
D18S51,26,5.72213e-05
D18S1364,11,0.001
D18S1364,12,0.045
D18S1364,13,0.247
D18S1364,14,0.142
D18S1364,15,0.185
D18S1364,16,0.126
D18S1364,17,0.043
D18S1364,18,0.143
D18S1364,19,0.062
D18S1364,20,0.006
D19S253,6,0.004
D19S253,7,0.222
D19S253,8,0.018
D19S253,9,0.009
D19S253,10,0.018
D19S253,11,0.147
D19S253,12,0.353
D19S253,13,0.16
D19S253,14,0.061
D19S253,15,0.007
D19S253,16,0.001
D19S433,6.2,8.58222e-05
D19S433,7,0.00065797
D19S433,8,0.000143037
D19S433,9,0.0019453
D19S433,10,0.00137315
D19S433,10.2,5.72148e-05
D19S433,11,0.0092688
D19S433,11.2,0.000286074
D19S433,12,0.079786
D19S433,12.1,0.000400503
D19S433,12.2,0.0050349
D19S433,13,0.237441
D19S433,13.2,0.0252889
D19S433,14,0.310304
D19S433,14.2,0.0426536
D19S433,15,0.137459
D19S433,15.2,0.0746653
D19S433,16,0.0406797
D19S433,16.2,0.0239158
D19S433,17,0.00343289
D19S433,17.2,0.00366175
D19S433,18,0.000171644
D19S433,18.2,0.0011729
D19S433,19.2,0.00011443
D20S482,9,0.01
D20S482,10,0.004
D20S482,11,0.007
D20S482,12,0.039
D20S482,13,0.222
D20S482,14,0.477
D20S482,15,0.186
D20S482,16,0.052
D20S482,17,0.003
D21S11,23.3,5.72148e-05
D21S11,24.2,0.000429111
D21S11,24.3,0.000486326
D21S11,25,0.000257467
D21S11,25.2,0.000257467
D21S11,25.3,5.72148e-05
D21S11,26,0.00168784
D21S11,26.2,5.72148e-05
D21S11,27,0.025575
D21S11,28,0.137687
D21S11,28.1,2.86074e-05
D21S11,28.2,0.000400503
D21S11,28.3,2.86074e-05
D21S11,29,0.221335
D21S11,29.2,0.00105847
D21S11,29.3,0.000228859
D21S11,30,0.237441
D21S11,30.1,2.86074e-05
D21S11,30.2,0.0362456
D21S11,30.3,0.000257467
D21S11,31,0.073378
D21S11,31.1,2.86074e-05
D21S11,31.2,0.0871381
D21S11,31.3,2.86074e-05
D21S11,32,0.0166209
D21S11,32.1,0.000171644
D21S11,32.2,0.108165
D21S11,33,0.00234581
D21S11,33.1,0.000343289
D21S11,33.2,0.0377045
D21S11,34,0.00100126
D21S11,34.1,0.000257467
D21S11,34.2,0.00429111
D21S11,35,0.00274631
D21S11,35.1,0.000171644
D21S11,35.2,0.000514933
D21S11,36,0.00100126
D21S11,36.1,5.72148e-05
D21S11,37,0.000286074
D21S11,37.1,2.86074e-05
D21S11,37.2,2.86074e-05
D21S11,38,8.58222e-05
D21S2055,15.1,0.000190476
D21S2055,16.1,0.0752381
D21S2055,17.1,0.0198095
D21S2055,18.1,0.0152381
D21S2055,19.1,0.204381
D21S2055,20.1,0.0310476
D21S2055,21.1,0.00380952
D21S2055,22,0.000571429
D21S2055,22.1,0.000190476
D21S2055,23,0.00571429
D21S2055,24,0.0133333
D21S2055,25,0.136762
D21S2055,26,0.136
D21S2055,27,0.0198095
D21S2055,27.3,0.000190476
D21S2055,28,0.00761905
D21S2055,28.1,0.000190476
D21S2055,28.3,0.000190476
D21S2055,29,0.0365714
D21S2055,30,0.0308571
D21S2055,31,0.0369524
D21S2055,32,0.0518095
D21S2055,33,0.0659048
D21S2055,34,0.0609524
D21S2055,35,0.0337143
D21S2055,36,0.0106667
D21S2055,37,0.00190476
D21S2055,38,0.000380952
D22GATA198B05,11.2,0.001
D22GATA198B05,12,0.004
D22GATA198B05,14,0.01
D22GATA198B05,15,0.011
D22GATA198B05,16,0.131
D22GATA198B05,17,0.188
D22GATA198B05,18,0.099
D22GATA198B05,19,0.244
D22GATA198B05,20,0.153
D22GATA198B05,21,0.11
D22GATA198B05,22,0.044
D22GATA198B05,23,0.005
D22S1045,8,8.58222e-05
D22S1045,10,0.00517794
D22S1045,11,0.146498
D22S1045,12,0.0125014
D22S1045,12.1,2.86074e-05
D22S1045,13,0.00537819
D22S1045,13.2,2.86074e-05
D22S1045,14,0.0484609
D22S1045,15,0.351785
D22S1045,15.2,2.86074e-05
D22S1045,16,0.297317
D22S1045,17,0.119922
D22S1045,18,0.0113285
D22S1045,19,0.00123012
D22S1045,20,0.000200252
D22S1045,22,2.86074e-05
CSF1PO,5,3.90747e-05
CSF1PO,6,0.000781494
CSF1PO,7,0.00789309
CSF1PO,8,0.00722882
CSF1PO,9,0.0294233
CSF1PO,9.3,3.90747e-05
CSF1PO,10,0.244842
CSF1PO,10.3,3.90747e-05
CSF1PO,11,0.297554
CSF1PO,11.1,3.90747e-05
CSF1PO,12,0.336707
CSF1PO,13,0.0638481
CSF1PO,14,0.0103157
CSF1PO,15,0.00121132
CSF1PO,16,3.90747e-05
FGA,13,0.000114449
FGA,15,5.72246e-05
FGA,16,0.000972818
FGA,16.1,0.000171674
FGA,17,0.00114449
FGA,17.2,5.72246e-05
FGA,18,0.014392
FGA,18.2,0.000629471
FGA,19,0.0690415
FGA,19.1,5.72246e-05
FGA,19.2,0.000801144
FGA,20,0.110157
FGA,20.2,0.000715308
FGA,21,0.159685
FGA,21.2,0.00543634
FGA,21.3,2.86123e-05
FGA,22,0.182833
FGA,22.1,2.86123e-05
FGA,22.2,0.00924177
FGA,22.3,0.000114449
FGA,23,0.153877
FGA,23.2,0.00566524
FGA,23.3,5.72246e-05
FGA,24,0.138484
FGA,24.1,2.86123e-05
FGA,24.2,0.00429185
FGA,24.3,5.72246e-05
FGA,25,0.0879542
FGA,25.2,0.00200286
FGA,25.3,2.86123e-05
FGA,26,0.0361373
FGA,26.1,2.86123e-05
FGA,26.2,0.000486409
FGA,27,0.00941345
FGA,27.2,0.000114449
FGA,28,0.00306152
FGA,28.2,2.86123e-05
FGA,29,0.00105866
FGA,29.2,2.86123e-05
FGA,30,0.000343348
FGA,30.2,0.000114449
FGA,31,8.58369e-05
FGA,31.1,0.000114449
FGA,31.2,0.000228898
FGA,32.1,2.86123e-05
FGA,33,2.86123e-05
FGA,33.2,2.86123e-05
FGA,40.2,2.86123e-05
FGA,41.2,2.86123e-05
FGA,42.2,5.72246e-05
FGA,43.2,8.58369e-05
FGA,44.2,5.72246e-05
FGA,45.2,0.000228898
FGA,46.2,2.86123e-05
FGA,49.2,2.86123e-05
Penta D,2.2,0.0131926
Penta D,3.2,0.0010719
Penta D,5,0.00395778
Penta D,5.2,8.24538e-05
Penta D,6,0.000824538
Penta D,6.4,8.24538e-05
Penta D,7,0.0135224
Penta D,7.4,8.24538e-05
Penta D,8,0.0332289
Penta D,8.4,8.24538e-05
Penta D,9,0.218997
Penta D,10,0.117909
Penta D,10.3,8.24538e-05
Penta D,11,0.144706
Penta D,11.2,0.000494723
Penta D,12,0.197394
Penta D,13,0.175462
Penta D,13.4,0.000412269
Penta D,14,0.0616755
Penta D,14.1,0.000329815
Penta D,15,0.0135224
Penta D,16,0.00255607
Penta D,17,8.24538e-05
Penta D,18,0.000164908
Penta D,19,8.24538e-05
Penta E,1,8.24538e-05
Penta E,5,0.0702507
Penta E,6,0.000989446
Penta E,7,0.128216
Penta E,8,0.0245712
Penta E,8.1,8.24538e-05
Penta E,9,0.0126979
Penta E,10,0.0800627
Penta E,11,0.130277
Penta E,12,0.178677
Penta E,13,0.096471
Penta E,14,0.0574703
Penta E,15,0.0549142
Penta E,16,0.0496372
Penta E,16.4,8.24538e-05
Penta E,17,0.0469987
Penta E,17.2,8.24538e-05
Penta E,17.4,0.000329815
Penta E,18,0.0281168
Penta E,18.4,0.000247361
Penta E,19,0.0156662
Penta E,19.4,0.000247361
Penta E,20,0.0105541
Penta E,21,0.00667876
Penta E,22,0.00329815
Penta E,23,0.00197889
Penta E,24,0.000494723
Penta E,25,0.000659631
Penta E,26,0.000164908
SE33,1,7.79849e-05
SE33,4.2,7.79849e-05
SE33,5.2,7.79849e-05
SE33,6.2,3.89924e-05
SE33,6.3,0.000311939
SE33,7.2,0.00015597
SE33,7.3,0.000233955
SE33,8,0.00015597
SE33,9,0.000311939
SE33,9.2,7.79849e-05
SE33,10,0.000311939
SE33,10.2,0.00015597
SE33,11,0.000662871
SE33,11.2,0.000896826
SE33,12,0.00401622
SE33,12.1,3.89924e-05
SE33,12.2,0.000818841
SE33,13,0.0082664
SE33,13.2,0.00191063
SE33,13.3,0.00015597
SE33,14,0.0240583
SE33,14.2,0.00191063
SE33,14.3,0.00015597
SE33,15,0.0329486
SE33,15.2,0.00109179
SE33,15.3,0.000701864
SE33,16,0.0456991
SE33,16.1,0.00015597
SE33,16.2,0.000584887
SE33,16.3,0.00109179
SE33,17,0.0693286
SE33,17.1,3.89924e-05
SE33,17.2,0.000545894
SE33,17.3,0.000818841
SE33,18,0.0790377
SE33,18.1,3.89924e-05
SE33,18.2,0.000818841
SE33,18.3,0.000779849
SE33,19,0.0745925
SE33,19.1,7.79849e-05
SE33,19.2,0.00253451
SE33,19.3,7.79849e-05
SE33,20,0.0537706
SE33,20.1,7.79849e-05
SE33,20.2,0.00830539
SE33,20.3,3.89924e-05
SE33,21,0.0326367
SE33,21.1,0.000272947
SE33,21.2,0.0176246
SE33,21.3,0.000116977
SE33,22,0.00955315
SE33,22.1,3.89924e-05
SE33,22.2,0.0247992
SE33,23,0.0025735
SE33,23.1,3.89924e-05
SE33,23.2,0.0334555
SE33,24,0.000662871
SE33,24.2,0.0348592
SE33,24.3,3.89924e-05
SE33,25,0.000350932
SE33,25.2,0.0396943
SE33,26,0.000233955
SE33,26.1,3.89924e-05
SE33,26.2,0.0577088
SE33,26.3,3.89924e-05
SE33,27,0.000194962
SE33,27.1,3.89924e-05
SE33,27.2,0.0737347
SE33,27.3,0.00015597
SE33,28,0.000428917
SE33,28.2,0.0763862
SE33,28.3,3.89924e-05
SE33,29,0.000272947
SE33,29.2,0.0643765
SE33,29.3,7.79849e-05
SE33,30,0.000272947
SE33,30.1,3.89924e-05
SE33,30.2,0.0505342
SE33,31,0.000272947
SE33,31.2,0.0286204
SE33,32,0.000818841
SE33,32.2,0.0139983
SE33,32.3,7.79849e-05
SE33,33,0.00401622
SE33,33.2,0.00561491
SE33,34,0.00230055
SE33,34.2,0.00241753
SE33,35,0.00109179
SE33,35.2,0.000428917
SE33,36,0.000506902
SE33,36.2,0.000116977
SE33,37,0.000311939
SE33,38,7.79849e-05
TH01,4,2.86074e-05
TH01,5,0.00145898
TH01,6,0.20131
TH01,7,0.215213
TH01,7.3,2.86074e-05
TH01,8,0.114229
TH01,8.3,0.000343289
TH01,9,0.218675
TH01,9.3,0.223967
TH01,10,0.0240588
TH01,10.3,2.86074e-05
TH01,11,0.000514933
TH01,12,0.00011443
TH01,13.3,2.86074e-05
TPOX,5,0.000156299
TPOX,6,0.00707252
TPOX,7,0.00218818
TPOX,7.3,3.90747e-05
TPOX,8,0.522859
TPOX,9,0.124179
TPOX,10,0.0579869
TPOX,11,0.254142
TPOX,12,0.0302438
TPOX,13,0.000898718
TPOX,14,0.000195374
TPOX,15,3.90747e-05
VWA,10,5.72344e-05
VWA,11,0.000400641
VWA,12,0.000343407
VWA,13,0.0024897
VWA,14,0.13513
VWA,15,0.0964114
VWA,16,0.198146
VWA,17,0.262019
VWA,18,0.200006
VWA,18.2,2.86172e-05
VWA,19,0.0873111
VWA,20,0.0160543
VWA,21,0.0014881
VWA,22,0.000114469
